seller_id,total_orders,total_items_sold,total_revenue,avg_review_score,seller_rating_category,avg_delivery_delay
052577151711aec5c744fe12e66db3e1,1,1,729.65,5.0,High Rated,-11.191400462761521
054694fa03fe82cec4b7551487331d74,20,21,8946.34,3.2857142857142856,Average,-1.3696687609799916
056b4ada5bbc2c50cc7842547dda6b51,64,65,13485.79,4.15625,High Rated,-11.716248575504869
0570350b23eda5444f8d1d9544932058,6,11,751.76,5.0,High Rated,-12.38238425938074
05730013efda596306417c3b09302475,4,4,1168.67,5.0,High Rated,-10.7275260417955
058cb5aeb36d7c0fcae20fc85d5e0a59,11,12,1983.82,3.5833333333333335,Average,-10.806592399720103
058fd0aa2bfdb2274e05e1ae971dabb6,60,63,8428.78,4.380952380952381,High Rated,-11.11873181216744
05a48cc8859962767935ab9087417fbb,1,1,59.39,5.0,High Rated,-17.21957175945863
05a940b4ecae36cadfd8e93bd9c43257,9,9,864.1,4.222222222222222,High Rated,-14.193740997877386
05aebce0b5c8f0d41b29b686f2d05fd3,2,2,120.88,5.0,High Rated,-1.8186689815483987
05ca864204d09595ae591b93ea9cf93d,1,1,188.42000000000002,5.0,High Rated,0.5562615739181638
05d2173d43ea568aa0540eba70d2ca76,62,66,7438.93,4.0,High Rated,-10.887541736814786
05e107217c7266362fd44b75b2cd4cc4,5,8,275.39,4.125,High Rated,-4.195904224587139
05f51e13da97139648b8125c31e5f51b,57,60,14988.96,4.25,High Rated,-9.171407600290452
05feb94f19d094d4b0f9281f0b1d4c99,6,6,10050.04,4.5,High Rated,-12.475007716023052
05ff92fedb5be47920fea08e501238b9,57,60,22983.87,4.283333333333333,High Rated,-17.194690393524557
062c325cd6a2b87845fab56b4ec2eeae,2,2,157.08,5.0,High Rated,-8.809195601847023
062ce95fa2ad4dfaedfc79260130565f,54,59,8663.43,4.016949152542373,High Rated,-12.876288841778445
06532f10282704ef4c69168b914b77be,7,8,10460.75,4.625,High Rated,-12.370888310135342
06579cb253ecd5a3a12a9e6eb6bf8f47,61,70,6007.97,3.842857142857143,Average,-8.378078703715333
066a6914e1ebf3ea95a216c73a986b91,66,72,10611.56,3.9722222222222223,Average,-16.15413210520314
0691148aee60ca47977c187804f935ae,47,53,7359.45,3.990566037735849,Average,-12.070575428028363
0692610d8abe24f287e9fae90ea0bbee,4,4,205.72,4.0,High Rated,-5.438012152677402
06a2c3af7b3aee5d69171b0e14f0ee87,389,402,48169.5,4.022784810126582,High Rated,-10.54936800374353
06bb3a2fe5e7b7a845b13e8fb91bd944,17,18,1862.33,4.611111111111111,High Rated,-13.093602752054316
06df0c10d34e459d9672bc77388742eb,26,30,9595.77,4.366666666666666,High Rated,-13.962750771595164
06e5eefc71ec47ae763c5c6f8db7064f,90,93,23800.32,3.956043956043956,Average,-16.160897675265748
07017df32dc5f2f1d2801e579548d620,8,9,1128.24,4.111111111111111,High Rated,-24.733578960928654
070d165398b553f3b4b851c216b8a358,31,38,4301.11,3.5405405405405403,Average,-8.428133528238456
0725b8c0f3f906e58f70cbe76b7c748c,16,36,2865.47,3.6527777777777777,Average,-14.916652520536445
0743a0239d764b9a0f959a57d07e36ab,4,4,403.21999999999997,4.75,High Rated,-6.329782986198552
0747d5bb69f0586cc869d8af4c50f93e,12,13,504.24,3.8461538461538463,Average,-15.794675925889841
0761743cbffb25d7148189e9f1a5f03a,3,7,327.4,4.285714285714286,High Rated,-7.259859457811607
077c5fae4bea9500e3737b16f71b9d3a,4,6,177.24,4.666666666666667,High Rated,-9.081753472331911
0791d9fc1e30678ecf03d3e55fa108d3,5,11,1028.99,2.727272727272727,Low Rated,-17.577736742498185
079d295dcbf06ee8bb1b65ba964eb2b6,5,10,540.09,4.8,High Rated,-9.841753472108394
07a9bc7f61396b658ddf3ac534efe44c,1,1,135.49,3.5,Average,-4.51571759255603
07bf9669d84d1f11be443a9dd938f698,18,24,2422.22,3.25,Average,-18.39480999232425
07d75e33f2750d97d467fb57e4dfdd8a,2,2,759.59,2.5,Low Rated,-10.80529513885267
07de60b03d150fb3ea09eab5da5e4c8b,9,9,889.0,4.333333333333333,High Rated,-11.927708333358169
07e8e8fc5222bb358e6f259da3197074,2,2,74.86,4.0,High Rated,-5.764548611128703
080102cd0a76b09e0dcf55fcacc60e05,122,128,7773.48,4.53125,High Rated,-11.131869665088743
080199a181c46c657dc5aa235411be3b,79,83,15544.880000000001,4.609756097560975,High Rated,-8.926005271061447
08061dc0fc165ed41288cc7acde738ee,4,4,182.22,4.5,High Rated,-0.46992187504656613
08084d990eb3f53af056ccbc1730c8a7,12,12,606.79,4.454545454545454,High Rated,-14.991222993742364
081acf3de680d554796c9cf041be7bc2,4,8,1802.8,4.125,High Rated,-17.373774594976567
082e0bf4cb865a6533b1e8e498cc0255,11,23,3064.33,3.3043478260869565,Average,-17.015526368809134
085f6f7e049c996695fb2074fe38d45e,6,8,435.96000000000004,3.625,Average,-14.449039351835381
08633c14ef2db992c11f840f04fad4cd,74,97,9068.82,4.237113402061856,High Rated,-11.130520236750431
0873d9f8f36123f8d910f4760e788cfb,6,6,7426.65,3.1666666666666665,Average,-7.166552854934707
0885aaf116795758dfeb5f1032487bcd,27,29,3072.14,4.241379310344827,High Rated,-10.659317927836472
0887a9f087bcd5d9f6642b52f897fc6c,12,12,1862.35,4.416666666666667,High Rated,-11.862310956814326
08ad4ac1388e4420ca531c3edfc46198,6,7,310.66999999999996,2.7142857142857144,Low Rated,-11.376779100591582
08cdbae123ff67ca4e36d9d641ce0119,4,6,4195.46,2.5,Low Rated,4.564538966010635
08d0949a9a17c027262db1f3c450c26c,12,12,557.84,3.7083333333333335,Average,-11.100522762397304
08d1c9478fb0d7d7fcac9c0da4e82fc7,1,1,605.5699999999999,5.0,High Rated,-12.2535416665487
08d2d642cf72b622b14dde1d2f5eb2f5,16,20,1215.16,4.45,High Rated,-10.765872685215436
08f5819815f3d06545011850bd70f0a8,3,3,522.83,4.666666666666667,High Rated,-14.613410493824631
091065b789659bc3cd9af9cb3a6253ff,2,2,1444.37,3.5,Average,-10.10491898143664
0936e1837d0c79253456bbb2ffaaef10,1,2,70.02,5.0,High Rated,-11.709918981418014
093805f8f2aeb63881444571e1f48f30,22,27,1559.73,3.814814814814815,Average,-10.041111111071789
094ced053e257ae8cae57205592d6712,19,19,1978.23,4.052631578947368,High Rated,-14.948047636419927
0951a6e282947e09cd47969f4ed0b47f,7,7,580.32,4.857142857142857,High Rated,-7.330393518454263
09883d9ab71c8fe8a9bfc7fc3075b07e,4,4,330.09000000000003,4.0,High Rated,-4.489267939818092
099095b050cfe8eb1ddff5317587e96e,16,19,5705.93,3.0526315789473686,Average,-10.536827485346677
09bad886111255c5b5030314fc7f1a4a,5,5,560.36,5.0,High Rated,-3.6486273147165775
09f952a5f58d2285b0372551ae8f9b01,50,56,13346.46,3.875,Average,-11.407350363733713
0a198e95d32b1be2da9424c962a6ebfa,1,1,86.66999999999999,5.0,High Rated,-3.4454050925560296
0a82f5fb06a4fe4ac2cf7cb412ec71b8,2,2,484.8,5.0,High Rated,-9.189409722341225
0a85ebe4e328db81ac9109781205e2f7,12,12,805.65,4.583333333333333,High Rated,-7.655358796318372
0aa2205ca24f113f4658a5c536667426,4,11,988.1,2.8181818181818183,Low Rated,-13.36983164975589
0ac4201fda2c68ebc0e47cb9423cf3c9,13,14,1910.8700000000001,4.285714285714286,High Rated,-11.568168816156685
0ad80de75c811326389cfb1daba7d45e,6,6,1564.72,5.0,High Rated,-11.75862654321827
0adac9fbd9a2b63cccaac4f8756c1ca8,106,134,17955.5,4.007462686567164,High Rated,-10.602651326729458
0ade5cc4a305ed7093a23f68ca47519c,2,2,201.26999999999998,5.0,High Rated,-20.133894675876945
0aea4c6ae1505b3228ddf3dd7822ee5b,8,8,1579.66,3.875,Average,-5.9431438078172505
0af2ab31141893d26aca5a404a537dab,1,1,74.51,5.0,High Rated,-5.247615740634501
0af977692321d895349eded183341d28,2,2,277.22,4.5,High Rated,-7.55862268502824
0afccdb8a34ee5c79f7c06faf2b4d56e,24,24,1557.09,4.086956521739131,High Rated,-9.689338348805904
0b09101900100c0e9d312861fad5a1b9,1,1,168.36,4.0,High Rated,-60.837662036996335
0b0ddbc7b9d9584f442c7ac92b0ff6c9,3,3,1550.6399999999999,4.666666666666667,High Rated,-17.139070216100663
0b18d63d0cd1d723567903fd34a07df2,9,14,1944.03,4.785714285714286,High Rated,-15.036487268550056
0b1ca3ef18a63d7eb0c8897fa0849c08,1,1,62.87,5.0,High Rated,-5.282650462817401
0b35c634521043bf4b47e21547b99ab5,50,77,14690.79,3.526315789473684,Average,-14.149182449536422
0b36063d5818f81ccb94b54adfaebbf5,1,15,783.0,5.0,High Rated,-20.549884259235114
0b3f27369a4d8df98f7eb91077e438ac,2,2,171.39000000000001,4.0,High Rated,-9.13073495356366
0b46f784306be7200ca1700aa55d819f,1,1,30.86,5.0,High Rated,-14.397592592518777
0b64bcdb0784abc139af04077d49a20e,4,4,205.81,4.75,High Rated,-17.21775752317626
0b90b6df587eb83608a64ea8b390cf07,163,209,32090.94,4.016826923076923,High Rated,-17.62263883350854
0bae85eb84b9fb3bd773911e89288d54,136,145,10340.56,4.227586206896552,High Rated,-14.546378751593673
0bb27263628258b8111a0262769fa9db,1,1,33.16,5.0,High Rated,-16.593923611100763
0bb738e4d789e63e2267697c42d35a2d,28,29,2571.1,4.620689655172414,High Rated,-13.374790469377205
0be8ff43f22e456b4e0371b2245e4d01,156,175,13844.49,3.9657142857142857,Average,-11.106522619061705
0bebbb2cea103a4a020c95d43fd7d754,9,9,1514.34,4.888888888888889,High Rated,-9.713931327168313
0bf0150d5b9d60d9cd2906003332f085,39,62,6872.34,3.711864406779661,Average,-6.528219086035425
0bfd0b434243adc5c2e1aa6baf19c6aa,6,6,436.99,3.6666666666666665,Average,-19.809382716116186
0c7533c71df861ec58ad7ff999ed0e8d,61,73,3863.5099999999998,4.082191780821918,High Rated,-9.073805650664264
0c7f30ae9b147eca07affbef92832a6a,5,5,567.11,5.0,High Rated,-16.200020833313467
0c8380b62e38e8a1e6adbeba7eb9688c,180,218,21300.74,4.060185185185185,High Rated,-11.806202960420622
0cab2da43793a6f3c5ed8514c5f54627,3,3,366.90000000000003,5.0,High Rated,-20.467916666685294
0cbcee27c791afa0cdcb08587a2013a8,37,39,5837.68,4.0,High Rated,-14.277674798196994
0d33a55da925bbf1ff02af5f6059fc7f,22,24,932.91,4.5,High Rated,-11.794989390434543
0d4c8269e7f0401201794deef160edd6,3,4,892.03,4.0,High Rated,-5.351542245363817
0d83f8e03188682112cc0d93523705cc,4,8,820.57,2.75,Low Rated,0.25375578715465963
0d85bbda9889ce1f7e63778d24f346eb,51,58,6469.7,4.211538461538462,High Rated,-9.361989742963864
0daf5180aa44356f60f8effa533b55a2,2,2,183.63,5.0,High Rated,-4.919953703647479
0db783cfcd3b73998abc6e10e59a102f,132,137,11076.55,4.213235294117647,High Rated,-12.419911800509821
0dd184061fb0eaa7ca37932c68ab91c5,161,193,23766.420000000002,3.953125,Average,-10.520694804266867
0ddefe3c7a032b91f4e25b9c3a08fca1,9,10,552.9,4.5,High Rated,-7.943556712940335
0df3984f9dfb3d49ac6366acbd3bbb85,86,88,11374.54,4.340909090909091,High Rated,-14.125676294190766
0dfbed20065e425d2eaefb101f9816c0,3,3,133.6,2.6666666666666665,Low Rated,-1.3014891974938412
0e44d110fa6a54e121cb2c095a77762f,6,6,293.38,4.333333333333333,High Rated,-6.673611111085241
0e72c1a751b496722a6cb1f10653b62a,3,3,192.10000000000002,4.666666666666667,High Rated,-11.699143518693745
0e982cff76cc0579f632cea8a0e38c9d,6,7,1081.16,4.142857142857143,High Rated,-11.501340939131167
0ea22c1cfbdc755f86b9b54b39c16043,234,265,14824.08,4.342911877394636,High Rated,-16.09736609014173
0eaa7e33d73809f1f925f7d07c506cbd,15,15,1746.9,4.714285714285714,High Rated,-14.11478317907701
0ebd97a106433a45a4aebe57c1799778,31,32,3661.6800000000003,4.5,High Rated,-16.457887731477967
0ec28cec4046a4a199b6de9b4c891d97,3,4,352.64,5.0,High Rated,-5.838868634426035
0ed6ce5d87fd9c69eaacaeb778d67235,42,42,2697.3,4.390243902439025,High Rated,-12.075429894185314
0ee4fb99ac55ffbbc98795aa01b7f8fa,1,1,70.92999999999999,5.0,High Rated,-14.679085648152977
0ef83d7d83ed97cd2a0049ac8be5f88a,48,55,5447.81,4.2407407407407405,High Rated,-13.189011784541336
0f0c984a4a955310903b6b6008660bad,4,4,481.38,3.75,Average,-9.277511574095115
0f519b0d2e5eb2227c93dd25038bfc01,1,1,102.9,5.0,High Rated,-39.220601852051914
0f7eea709efdf942b5f95c7516dbacd7,3,3,240.06,4.0,High Rated,-19.538587962898117
0f80a40c312b2472dca482cf50f5186f,1,1,150.0,3.0,Average,-16.208379629533738
0f94588695d71662beec8d883ffacf09,1,1,27.59,5.0,High Rated,-11.65667824074626
0fe2d9733ed841eb064503920015a8c0,3,3,498.35,4.666666666666667,High Rated,-12.552743055547277
0ff83046c3fa22efee8ecf291888b191,10,11,1023.3800000000001,4.818181818181818,High Rated,-16.53307449495928
0ffa40d54288e4f3499b8780dd0f144f,33,35,2746.47,4.4,High Rated,-11.451326388852404
10076e5788b8ee532724bcd460baf762,23,26,1198.78,4.615384615384615,High Rated,-11.516909277102409
10089e9f2fd0c668a8fd4e52e1698888,3,3,1199.31,4.333333333333333,High Rated,-16.14203317913537
101a3a003516bc11253298b2fad3cb65,5,6,524.0,4.833333333333333,High Rated,-7.08955825616916
1025f0e2d44d7041d6cf58b6550e0bfa,910,1420,171924.96,3.8693181818181817,Average,-10.3887720151929
10264f60a8f0a4d2f30810f5c661c673,4,4,326.46000000000004,5.0,High Rated,-7.9552459489787
1099a00e0ee3a50935e6c2447ca090c5,3,3,910.8299999999999,3.6666666666666665,Average,-9.257461419794708
10cdd491d1dbea8fb4ead97b19c334ce,3,3,287.76,5.0,High Rated,-17.320852623476338
10ff823eda2b032e2c93d17a7d294736,8,8,1292.8600000000001,4.25,High Rated,-13.587378472206183
112453736dbe3889cfb74e1aaa0ba0c1,7,14,2154.77,4.071428571428571,High Rated,-7.468445767149595
1127b7f2594683f2510f1c2c834a486b,110,128,8438.4,4.1796875,High Rated,-9.967945782711467
11305281b50fff20ae8bb473f8e11876,35,40,7973.21,4.35,High Rated,-12.038045138912276
113e3a788b935f48aad63e1c41dac1bd,39,48,1533.95,4.404255319148936,High Rated,-14.964520399293784
116ccb1a1604bc88e4d234a8c23f33de,61,73,2948.33,4.602739726027397,High Rated,-10.069224219960606
11742f81550ac064cc9a40f67151d9ad,2,2,831.01,5.0,High Rated,-4.203096064738929
117cfc326c6d50da67ca858ff5c0c852,5,5,536.08,4.6,High Rated,-8.429453703667969
11938fcc75f6902fea1d0a6f72b54a57,2,2,737.1400000000001,3.0,Average,-20.204184027854353
119c7f1a00ef43fad0e57604e76a747c,2,2,206.82000000000002,4.5,High Rated,-6.0463831019587815
119d1aef1b4144adba89163f6cd9f5d4,4,4,1298.24,4.75,High Rated,-11.337977430550382
11bfa66332777660bd0640ee84d47006,76,102,5608.54,3.784313725490196,Average,-8.107830768861973
11d4c477d09821164bca4f70a2eae031,3,4,140.86,5.0,High Rated,-11.747112268465571
11eac105f3f90a9b87b19c89d91e24f3,5,5,927.8299999999999,3.6,Average,-13.247516203764826
11fb6f6d341adbe19e81733701704635,3,3,1596.6599999999999,5.0,High Rated,-6.6479398148755235
120476eb7a04c149d14772edaf5d9bf2,4,6,2519.63,3.8333333333333335,Average,-12.858169367381683
1284de4ae8aa26997e748c851557cf0e,3,3,1546.84,2.6666666666666665,Low Rated,-8.335586419794708
128639473a139ac0f3e5f5ade55873a5,527,554,21475.539999999997,4.202554744525547,High Rated,-11.54880078803136
128f9bfbe4c7d5185033914b1de3d39a,13,15,1519.37,4.8,High Rated,-12.825000771538665
12a8eb0f8d1cd3270695bf2a99f55966,2,2,436.66999999999996,3.5,Average,-9.123460648115724
12b9676b00f60f3b700e83af21824c0e,133,133,29901.67,4.537878787878788,High Rated,-20.567278613196336
12c2ed9cded6138cf0c75f525f565fc7,4,4,366.01,4.25,High Rated,-3.385413773241453
13074f016982ff2bd6c58ced8682f000,13,14,2752.66,4.142857142857143,High Rated,-7.4165823413059115
131fcb0a0c9a47bba4474aacff0f14b7,4,4,406.41,4.0,High Rated,-7.159372106543742
1336efc61c316ddf92c899eb817f7cae,74,85,6355.29,3.9411764705882355,Average,-10.514728621996063
134285d1f41da5c13a756ee8142c8a4e,3,4,1653.6299999999999,2.75,Low Rated,-9.952960069291294
134a288e7de827ec5ec62e3ec9c3a295,9,9,1004.0,4.777777777777778,High Rated,-10.154197530872706
134b867a0f7f8bbe6abf10f91874891e,1,1,922.8399999999999,4.0,High Rated,-18.1467939815484
13511db12ac61e2f89c53b72a944a60b,6,6,1063.97,3.5,Average,-12.185244984536743
1352e06ae67b410cdae0b2a22361167b,2,2,214.1,3.0,Average,3.093981481390074
1354d51653f645349064725ed204e85e,18,20,2694.72,3.8,Average,-18.12057175922673
138dbe45fc62f1e244378131a6801526,49,58,1814.8,3.9827586206896552,Average,-9.269741379318695
139157dd4daa45c25b0807ffff348363,1,1,37.68,4.0,High Rated,-12.320752314757556
13c2ed7698b3ca92dad49e849219da59,8,9,653.29,4.444444444444445,High Rated,-9.191786265362882
13d058e4eeac2ce8217660b2f8a05812,22,22,4647.37,4.181818181818182,High Rated,-9.519669086735865
13d95f0f6f73943d4ceffad0fc2cd32c,1,1,309.32,3.0,Average,2.8554629627615213
13dd308f81fea30cc670c656b2b46cc3,3,3,151.14,5.0,High Rated,-5.6385802468284965
13e85aac53340018b40c2af68001b7e0,1,1,31.92,5.0,High Rated,-34.336319444235414
13f57c12a00ed4610db646b913a7f5c6,7,13,821.15,4.769230769230769,High Rated,-7.975600961488313
13fa2a6c6b9d0f43cb588d7c82117a12,9,10,4719.44,4.0,High Rated,-4.640277777798474
141440cad9341e553f8401c574a2aa38,11,12,1579.0,4.166666666666667,High Rated,-20.635255594116945
1430239a858e7682bbc43b20758af153,17,22,888.64,4.0,High Rated,-10.061346275287427
1444c08e64d55fb3c25f0f09c07ffcf2,1,1,2818.74,1.0,Low Rated,-21.088784722145647
1464afc72f696af775557a821c2e253f,29,30,1513.78,4.166666666666667,High Rated,-12.006940200614432
14a08204d03bb6b6bde8029f801ae0eb,28,38,2779.1,3.8157894736842106,Average,-15.078777716899486
14d7985702e72162bbf13b6beb74ab2b,37,38,4441.0,4.342105263157895,High Rated,-7.977769554065737
14ee35374a7876217954b5fa08e50463,6,6,923.05,4.333333333333333,High Rated,-7.1192264661658555
14f2b3587172b9db894c9bad8dab520b,2,2,330.06,2.5,Low Rated,-11.889890046324581
152ee17e4c8aaf53dac99f3462e4999b,6,6,404.93,4.333333333333333,High Rated,-13.563597607969617
154bdf805377afea75a3bd158e9eab10,1,1,109.72,1.0,Low Rated,2.7004513889551163
1554a68530182680ad5c8b042c3ab563,246,267,35714.56,4.2679245283018865,High Rated,-13.088390856925468
157c3e4b42f81ac4a44e8b1ca2fe9876,23,31,3131.82,3.967741935483871,Average,-12.310325567520433
1588ac4010787100dddef64568f0ae35,3,3,645.97,3.0,Average,-8.147862654334554
15aac934c58d886785ac1b17953ea898,25,26,5019.6,4.115384615384615,High Rated,-6.83922943376148
15b3b1b81484422eb41df68ac87f1f50,1,1,56.04,1.0,Low Rated,-4.411273148376495
15cd6eefe58588619aaed41dfa6621b1,16,18,2188.86,4.333333333333333,High Rated,-10.338139789153097
15ead3a5037a918ddb520dfe39a3d2b9,6,7,394.71999999999997,4.857142857142857,High Rated,-5.6842675264924765
15fa791d5e017f66402dc28c44480657,8,8,1983.29,4.25,High Rated,-7.887003761599772
160851d3ece7aa1a510f8d1a4bb8a8af,2,2,141.14999999999998,5.0,High Rated,-12.3624594907742
16090f2ca825584b5a147ab24aa30c86,398,406,30984.02,4.07196029776675,High Rated,-8.938511819240357
160e4f13fd3a64b1b86807be88b5ffb0,4,4,980.45,4.25,High Rated,-14.590185185312293
164a5a8794e6d42e14f55e447b12a3bc,1,1,136.76,5.0,High Rated,-18.116840277798474
165b1235e9e9942cb5fae67103576fb0,11,16,2489.8,4.3125,High Rated,-7.542097077501239
165fc07beebdcb6190fba8a06db2a449,50,64,19081.43,3.6875,Average,-10.349753870053974
1660ad786c27fd935378b6192a90b417,12,13,1818.28,4.615384615384615,High Rated,-9.997476851854186
166e8f1381e09651983c38b1f6f91c11,2,2,109.0,5.0,High Rated,-7.722372685326263
167fd940acebc789debd6eb418c46e38,5,5,1178.48,3.0,Average,-8.025578703638166
1690cada046eb7e92c12f98b1f8a8167,10,10,1992.91,4.9,High Rated,-13.461581018473954
16bdc8cefd0e32a6f0824d296c5ad14a,1,1,61.08,5.0,High Rated,-11.33420138899237
1703bc09972dab9782e7a9194943b69f,1,1,356.11,5.0,High Rated,-17.130196759477258
1710c3aaa9c6b44ec3883ee0fe300e21,2,2,1226.55,5.0,High Rated,-8.234936342574656
17306570e772e7718c92a562d33f5f1d,27,30,9415.91,3.7666666666666666,Average,-9.391879243822768
173d56ffbd4c56cb80fc3615487d712b,2,2,397.61,5.0,High Rated,-16.248275463003665
1746c1ae87ac63d530c7c943d0ac42e2,1,1,252.35,5.0,High Rated,-3.0587731483392417
1771297ac436903d1dd6b0e9279aa505,28,36,3466.4300000000003,4.628571428571429,High Rated,-15.37088605964608
1782ce2db72c3dda627d5e7c898104e1,9,10,2218.17,4.3,High Rated,-1.2369733795989304
17908cf9b444ee34047cadd5c0f4a516,11,11,2495.41,4.545454545454546,High Rated,-11.18645096803084
17998cf586426bf0f2c3726cb0a4b211,2,2,115.52,4.0,High Rated,-21.735364583320916
179d859f51292aac5c10806a356f7af9,18,19,800.27,4.315789473684211,High Rated,-9.134731968815782
17a053fcb14bd219540cbde0df490be0,124,148,49114.409999999996,4.226027397260274,High Rated,-9.417689720967886
